Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2016","Dengue§, Cum 2016, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2016","Dengue Severe, Cum 2016, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag",Location 1,Location 2
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,4,,14,,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEVADA,2016,24,,-,0,,3,,5,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
OREGON,2016,24,3,,5,,11,,127,,67,,,-,0,,1,,4,,2,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2016,24,,-,3,,12,,64,,60,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
RHODE ISLAND,2016,24,,-,0,,4,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2016,24,,-,7,,12,,115,,143,,,-,2,,15,,51,,51,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2016,24,,-,0,,5,,,-,3,,,-,1,,25,,54,,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
COLORADO,2016,24,,-,1,,10,,1,,26,,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2016,24,4,,2,,36,,57,,19,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
INDIANA,2016,24,,-,3,,9,,62,,74,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2016,24,,-,1,,5,,21,,12,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2016,24,5,,12,,57,,191,,252,,,-,1,,6,,24,,17,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2016,24,,-,5,,30,,5,,80,,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ARKANSAS,2016,24,3,,1,,8,,28,,22,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2016,24,4,,4,,46,,86,,52,,,-,0,,2,,5,,7,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2016,24,,-,0,,2,,5,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2016,24,,-,5,,20,,79,,54,,,-,0,,5,,18,,9,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2016,24,5,,12,,34,,176,,170,,,-,0,,3,,10,,5,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2016,24,,-,0,,110,,22,,,-,,-,0,,3,,9,,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2016,24,7,,7,,26,,143,,112,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
ALABAMA,2016,24,,-,3,,41,,65,,91,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2016,24,,-,0,,2,,2,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2016,24,,-,0,,2,,,-,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GUAM,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2016,24,,-,0,,3,,9,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
KENTUCKY,2016,24,,-,2,,6,,51,,40,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2016,24,,-,2,,9,,32,,62,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW HAMPSHIRE,2016,24,,-,0,,3,,11,,12,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2016,24,,-,1,,5,,23,,22,,,-,0,,4,,3,,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2016,24,,-,1,,5,,32,,20,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
VERMONT,2016,24,,-,0,,7,,5,,13,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MINNESOTA,2016,24,,-,3,,18,,,-,92,,,-,0,,3,,3,,6,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MICHIGAN,2016,24,1,,5,,13,,113,,86,,,-,0,,3,,6,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
UTAH,2016,24,,-,3,,7,,52,,66,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2016,24,,-,3,,62,,51,,27,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2016,24,,-,1,,10,,13,,18,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
KANSAS,2016,24,,-,2,,16,,37,,48,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEBRASKA,2016,24,7,,3,,21,,60,,52,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2016,24,2,,10,,30,,194,,186,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2016,24,3,,6,,17,,134,,102,,,-,0,,3,,11,,5,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2016,24,5,,2,,8,,50,,27,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2016,24,5,,6,,17,,117,,105,,,-,0,,2,,10,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2016,24,,-,0,,2,,8,,5,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW JERSEY,2016,24,,-,1,,7,,5,,12,,,-,1,,4,,19,,19,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2016,24,,-,3,,60,,50,,61,,,-,0,,4,,7,,8,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2016,24,,-,1,,7,,26,,21,,,-,0,,2,,7,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2016,24,,-,0,,0,,,-,,-,,-,1,,27,,109,,25,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH DAKOTA,2016,24,,-,4,,19,,55,,51,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2016,24,1,,1,,5,,31,,14,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2016,24,3,,1,,3,,16,,14,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2016,24,1,,4,,22,,47,,59,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2016,24,,-,1,,4,,19,,13,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2016,25,88,,143,,406,,2835,,2840,,,-,17,,50,,285,,227,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,25,1,,7,,26,,119,,126,,,-,0,,2,,6,,12,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,25,24,,13,,44,,289,,209,,,-,3,,11,,47,,51,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,25,4,,2,,11,,49,,29,,,-,0,,6,,,-,15,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,25,14,,28,,90,,602,,541,,,-,1,,7,,22,,16,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,25,4,,23,,98,,306,,460,,,-,1,,3,,9,,11,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,25,9,,34,,93,,532,,578,,,-,3,,9,,51,,41,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,25,,-,0,,0,,,-,,-,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,25,6,,10,,66,,190,,212,,,-,0,,1,,3,,11,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,25,21,,19,,78,,319,,292,,,-,1,,4,,12,,7,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,25,2,,10,,26,,189,,197,,,-,1,,4,,15,,7,,,-,0,,0,,,-,,-,,
PACIFIC,2016,25,7,,13,,128,,289,,225,,,-,5,,30,,119,,71,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,25,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,25,,-,0,,0,,,-,,-,,-,0,,4,,14,,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
ALASKA,2016,25,,-,0,,2,,5,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WASHINGTON,2016,25,,-,0,,110,,22,,,-,,-,0,,3,,9,,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2016,25,,-,0,,2,,4,,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2016,25,1,,3,,41,,69,,93,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW JERSEY,2016,25,,-,1,,7,,5,,14,,,-,1,,4,,19,,20,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2016,25,,-,0,,0,,,-,,-,,-,2,,27,,120,,25,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEVADA,2016,25,,-,0,,3,,5,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
SOUTH CAROLINA,2016,25,,-,1,,5,,32,,21,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,25,7,,2,,36,,64,,20,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2016,25,,-,0,,3,,13,,12,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2016,25,5,,4,,22,,52,,62,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2016,25,,-,2,,16,,37,,48,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
VIRGINIA,2016,25,,-,4,,46,,88,,53,,,-,0,,2,,5,,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
VERMONT,2016,25,1,,0,,7,,6,,13,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW MEXICO,2016,25,,-,1,,5,,22,,13,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2016,25,,-,1,,10,,1,,29,,,-,0,,2,,4,,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
TEXAS,2016,25,13,,12,,34,,194,,187,,,-,0,,3,,11,,5,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ILLINOIS,2016,25,,-,3,,60,,59,,62,,,-,0,,4,,7,,9,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2016,25,,-,1,,4,,19,,13,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
IDAHO,2016,25,1,,2,,8,,51,,29,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2016,25,1,,10,,30,,205,,194,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
FLORIDA,2016,25,5,,12,,57,,196,,277,,,-,1,,6,,25,,20,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2016,25,1,,6,,17,,119,,108,,,-,0,,2,,10,,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2016,25,,-,1,,10,,13,,18,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
RHODE ISLAND,2016,25,,-,0,,4,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2016,25,,-,0,,5,,,-,3,,,-,1,,25,,54,,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,25,,-,3,,18,,,-,99,,,-,0,,3,,3,,6,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
GUAM,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2016,25,5,,5,,11,,136,,70,,,-,0,,1,,4,,2,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2016,25,,-,0,,3,,11,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
PENNSYLVANIA,2016,25,12,,6,,17,,148,,109,,,-,0,,3,,12,,5,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2016,25,,-,0,,2,,8,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSISSIPPI,2016,25,,-,1,,3,,16,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW YORK,2016,25,8,,5,,20,,87,,57,,,-,0,,3,,16,,11,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2016,25,,-,5,,13,,120,,89,,,-,0,,3,,6,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2016,25,,-,8,,22,,131,,109,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MARYLAND,2016,25,3,,2,,7,,32,,21,,,-,0,,2,,7,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
SOUTH DAKOTA,2016,25,,-,4,,19,,55,,56,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2016,25,,-,1,,5,,31,,14,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2016,25,2,,7,,12,,126,,151,,,-,2,,15,,52,,56,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2016,25,,-,2,,6,,53,,41,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2016,25,,-,5,,30,,5,,86,,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ARKANSAS,2016,25,1,,1,,8,,29,,22,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2016,25,1,,1,,5,,25,,22,,,-,0,,4,,4,,4,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2016,25,,-,2,,9,,32,,63,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
UTAH,2016,25,,-,3,,7,,54,,68,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
INDIANA,2016,25,,-,3,,9,,62,,81,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
OHIO,2016,25,13,,7,,26,,156,,115,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2016,25,,-,3,,62,,53,,89,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2016,25,,-,0,,2,,,-,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2016,25,,-,3,,12,,64,,65,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2016,25,4,,3,,21,,67,,54,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2016,26,56,,141,,406,,2979,,3018,,,-,17,,50,,302,,237,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,26,1,,7,,26,,120,,131,,,-,0,,2,,6,,12,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,26,7,,14,,44,,307,,220,,,-,3,,11,,50,,53,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,26,1,,2,,11,,50,,30,,,-,0,,6,,,-,16,,,-,0,,0,,,-,,-,NEW YORK CITY,
E.N. CENTRAL,2016,26,12,,28,,90,,625,,569,,,-,1,,7,,23,,17,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,26,1,,22,,98,,324,,486,,,-,1,,3,,11,,11,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,26,17,,32,,91,,553,,619,,,-,3,,9,,52,,43,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,26,,-,0,,0,,,-,,-,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,26,3,,10,,66,,196,,227,,,-,0,,1,,3,,12,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,26,7,,19,,78,,331,,317,,,-,1,,4,,14,,9,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,26,,-,11,,26,,202,,213,,,-,1,,4,,15,,7,,,-,0,,0,,,-,,-,,
PACIFIC,2016,26,8,,14,,128,,321,,236,,,-,5,,30,,127,,73,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,26,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,26,,-,0,,0,,,-,,-,,-,0,,4,,14,,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
NORTH CAROLINA,2016,26,,-,3,,25,,56,,101,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2016,26,,-,0,,2,,8,,7,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2016,26,1,,4,,21,,68,,55,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2016,26,6,,5,,11,,145,,75,,,-,0,,1,,4,,2,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2016,26,,-,2,,6,,53,,43,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OHIO,2016,26,8,,7,,26,,164,,121,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSOURI,2016,26,,-,3,,30,,5,,97,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2016,26,,-,0,,3,,11,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2016,26,,-,2,,10,,56,,32,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2016,26,,-,1,,5,,32,,21,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
VERMONT,2016,26,,-,0,,7,,6,,14,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2016,26,,-,5,,13,,120,,93,,,-,0,,3,,6,,3,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2016,26,4,,10,,30,,218,,204,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2016,26,3,,4,,22,,55,,72,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2016,26,,-,0,,3,,13,,13,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2016,26,,-,3,,9,,64,,87,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2016,26,,-,3,,41,,72,,94,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2016,26,,-,0,,4,,4,,5,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2016,26,,-,0,,110,,22,,,-,,-,0,,3,,9,,7,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2016,26,,-,0,,3,,6,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,26,,-,1,,5,,24,,15,,,-,0,,3,,4,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2016,26,,-,0,,2,,,-,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2016,26,,-,1,,10,,13,,18,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2016,26,1,,1,,4,,20,,13,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MINNESOTA,2016,26,,-,3,,18,,,-,103,,,-,0,,3,,3,,6,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
ILLINOIS,2016,26,,-,3,,60,,59,,64,,,-,0,,4,,8,,9,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2016,26,,-,3,,12,,64,,68,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2016,26,3,,5,,20,,91,,60,,,-,0,,5,,19,,11,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2016,26,,-,2,,9,,32,,65,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2016,26,2,,2,,7,,34,,24,,,-,0,,2,,7,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2016,26,,-,1,,3,,16,,18,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
UTAH,2016,26,,-,3,,7,,59,,73,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2016,26,2,,7,,12,,149,,157,,,-,2,,15,,60,,58,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
ARKANSAS,2016,26,1,,1,,8,,31,,23,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
OKLAHOMA,2016,26,,-,2,,36,,65,,22,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2016,26,,-,0,,2,,4,,4,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2016,26,,-,1,,7,,12,,16,,,-,1,,4,,19,,21,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
KANSAS,2016,26,,-,2,,16,,46,,50,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
