Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue, Cum 2019†","Dengue virus infections, Dengue, Cum 2019†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Cum 2019†","Dengue virus infections, Dengue-like illness, Cum 2019†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue,  Cum 2020†, flag","Dengue virus infections, Severe dengue,  Cum 2019†","Dengue virus infections, Severe dengue, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
SOUTH DAKOTA,2020,2,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20200227,POINT (-100.230491 44.43614)
WYOMING,2020,2,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20200256,POINT (-107.55145 42.999627)
MISSOURI,2020,2,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20200224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,2,,-,15,,,-,6,,,-,1,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20200209,
CALIFORNIA,2020,2,,-,17,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20200259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,2,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200237,POINT (-80.613729 38.642579)
FLORIDA,2020,2,,-,27,,,-,2,,,-,0,,,-,,-,,-,2,,,-,,-,FLORIDA,,20200231,POINT (-82.420978 28.260731)
MONTANA,2020,2,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20200252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,2,,-,4,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200220,
MASSACHUSETTS,2020,2,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,2,,-,5,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20200248,
INDIANA,2020,2,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,INDIANA,,20200216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200269,
US TERRITORIES,2020,2,,-,7,,,-,,-,,-,1,,,-,2,,,-,1,,,-,,-,,US TERRITORIES,20200263,
TOTAL,2020,3,,-,68,,4,,41,,,-,3,,,-,3,,,-,4,,,-,,-,,TOTAL,20200370,
US RESIDENTS,2020,3,,-,65,,4,,41,,,-,3,,,-,1,,,-,4,,,-,,-,,US RESIDENTS,20200301,
NEW HAMPSHIRE,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20200306,POINT (-71.57139 43.680429)
NEW YORK,2020,3,,-,4,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200311,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2020,3,,-,5,,,-,1,,,-,1,,,-,,-,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20200343,
NEBRASKA,2020,3,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20200325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,3,,-,2,,1,,2,,,-,1,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200338,
NORTH DAKOTA,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20200326,POINT (-100.46931 47.446305)
NEVADA,2020,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20200353,POINT (-114.916992 39.283294)
ILLINOIS,2020,3,,-,4,,1,,2,,,-,1,,,-,,-,,-,1,,,-,,-,ILLINOIS,,20200315,POINT (-89.148632 40.124144)
IOWA,2020,3,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20200321,POINT (-93.500061 42.074659)
TEXAS,2020,3,,-,5,,,-,1,,,-,1,,,-,,-,,-,1,,,-,,-,TEXAS,,20200347,POINT (-99.317341 31.447238)
ALASKA,2020,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20200358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,3,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200330,POINT (-77.016275 38.904785)
WASHINGTON,2020,3,,-,3,,1,,4,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20200362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,3,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20200302,
RHODE ISLAND,2020,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20200307,POINT (-71.534637 41.572574)
OREGON,2020,3,,-,3,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,OREGON,,20200361,POINT (-120.605279 43.940449)
DELAWARE,2020,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200329,POINT (-75.452394 38.994926)
ALABAMA,2020,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20200339,POINT (-86.844516 32.756889)
KANSAS,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,3,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20200334,POINT (-79.130883 35.52603)
GUAM,2020,3,,-,6,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200366,POINT (144.653198 13.3532)
NEW JERSEY,2020,3,,-,7,,,-,3,,,-,1,,,-,,-,,-,1,,,-,,-,NEW JERSEY,,20200310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20200354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,3,,-,6,,1,,4,,,-,1,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20200314,
TENNESSEE,2020,3,,-,2,,1,,2,,,-,1,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20200342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20200303,POINT (-72.738288 41.575155)
MARYLAND,2020,3,,-,2,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20200333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,3,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20200335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20200346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200365,POINT (145.725693 15.1834)
OHIO,2020,3,,-,2,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,OHIO,,20200318,POINT (-82.70936 40.415534)
MINNESOTA,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200323,POINT (-94.198308 46.349153)
LOUISIANA,2020,3,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20200345,POINT (-91.840238 30.921314)
HAWAII,2020,3,,-,5,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20200360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,3,,-,33,,,-,9,,,-,1,,,-,,-,,-,2,,,-,,-,,SOUTH ATLANTIC,20200328,
PENNSYLVANIA,2020,3,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20200313,POINT (-77.838886 40.896694)
UTAH,2020,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20200355,POINT (-111.678222 39.323779)
COLORADO,2020,3,,-,3,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,COLORADO,,20200350,POINT (-105.547832 38.998552)
VERMONT,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20200308,POINT (-72.662695 44.075252)
KENTUCKY,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20200340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,3,,-,4,,,-,,-,,-,1,,,-,2,,,-,1,,,-,,-,PUERTO RICO,,20200367,POINT (-66.414655 18.215692)
MAINE,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20200304,POINT (-69.06137 45.117911)
VIRGINIA,2020,3,,-,4,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20200336,POINT (-78.666382 37.510861)
ARIZONA,2020,3,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,ARIZONA,,20200349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200364,
WISCONSIN,2020,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20200319,POINT (-89.732969 44.639954)
IDAHO,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20200351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200368,POINT (-64.840836 18.060868)
MICHIGAN,2020,3,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20200317,POINT (-85.730977 44.874798)
GEORGIA,2020,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20200332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,3,,-,8,,,-,6,,,-,1,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY,20200312,
ARKANSAS,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20200344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20200341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20200327,POINT (-100.230491 44.43614)
WYOMING,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20200356,POINT (-107.55145 42.999627)
MISSOURI,2020,3,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20200324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,3,,-,15,,,-,9,,,-,2,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20200309,
CALIFORNIA,2020,3,,-,17,,,-,9,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20200359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,3,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200337,POINT (-80.613729 38.642579)
FLORIDA,2020,3,,-,27,,,-,2,,,-,0,,,-,,-,,-,2,,,-,,-,FLORIDA,,20200331,POINT (-82.420978 28.260731)
MONTANA,2020,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20200352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,3,,-,4,,1,,,-,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200320,
MASSACHUSETTS,2020,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,3,,-,5,,,-,1,,,-,2,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20200348,
INDIANA,2020,3,,-,2,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,INDIANA,,20200316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200369,
US TERRITORIES,2020,3,,-,7,,,-,,-,,-,1,,,-,2,,,-,1,,,-,,-,,US TERRITORIES,20200363,
NEW ENGLAND,2020,4,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20200402,
TOTAL,2020,5,,-,70,,19,,64,,,-,3,,1,,3,,,-,4,,,-,1,,,TOTAL,20200570,
PUERTO RICO,2020,5,,-,9,,2,,,-,,-,1,,,-,2,,,-,2,,,-,,-,PUERTO RICO,,20200567,POINT (-66.414655 18.215692)
MAINE,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20200504,POINT (-69.06137 45.117911)
VIRGINIA,2020,5,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20200536,POINT (-78.666382 37.510861)
ARIZONA,2020,5,,-,2,,1,,,-,,-,1,,,-,,-,,-,0,,,-,,-,ARIZONA,,20200549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20200564,
WISCONSIN,2020,5,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20200519,POINT (-89.732969 44.639954)
IDAHO,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,IDAHO,,20200551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200568,POINT (-64.840836 18.060868)
MICHIGAN,2020,5,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20200517,POINT (-85.730977 44.874798)
GEORGIA,2020,5,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20200532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,5,,-,8,,,-,6,,,-,1,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY,20200512,
ARKANSAS,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20200544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20200541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20200527,POINT (-100.230491 44.43614)
WYOMING,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20200556,POINT (-107.55145 42.999627)
MISSOURI,2020,5,,-,4,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20200524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,5,,-,15,,,-,11,,,-,2,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20200509,
CALIFORNIA,2020,5,,-,17,,1,,11,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20200559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,5,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200537,POINT (-80.613729 38.642579)
FLORIDA,2020,5,,-,27,,1,,13,,,-,0,,,-,,-,,-,2,,,-,1,,FLORIDA,,20200531,POINT (-82.420978 28.260731)
MONTANA,2020,5,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20200552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,5,,-,4,,2,,1,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20200520,
MASSACHUSETTS,2020,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,5,,-,5,,1,,2,,,-,2,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20200548,
INDIANA,2020,5,,-,2,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,INDIANA,,20200516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200569,
US RESIDENTS,2020,4,2,,65,,9,,58,,,-,3,,,-,1,,,-,4,,,-,,-,,US RESIDENTS,20200401,
NEW HAMPSHIRE,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20200406,POINT (-71.57139 43.680429)
RHODE ISLAND,2020,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20200407,POINT (-71.534637 41.572574)
NEW JERSEY,2020,4,,-,7,,,-,3,,,-,1,,,-,,-,,-,1,,,-,,-,NEW JERSEY,,20200410,POINT (-74.655514 40.110253)
NEW YORK,2020,4,,-,4,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200411,POINT (-75.59655 42.921241)
EAST NORTH CENTRAL,2020,4,,-,6,,1,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20200414,
ILLINOIS,2020,4,,-,4,,1,,2,,,-,1,,,-,,-,,-,1,,,-,,-,ILLINOIS,,20200415,POINT (-89.148632 40.124144)
IOWA,2020,4,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20200421,POINT (-93.500061 42.074659)
KANSAS,2020,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200422,POINT (-98.38018 38.484729)
NEBRASKA,2020,4,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20200425,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20200426,POINT (-100.46931 47.446305)
DELAWARE,2020,4,1,,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200429,POINT (-75.452394 38.994926)
DISTRICT OF COLUMBIA,2020,4,,-,1,,1,,,-,,-,1,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200430,POINT (-77.016275 38.904785)
NORTH CAROLINA,2020,4,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20200434,POINT (-79.130883 35.52603)
EAST SOUTH CENTRAL,2020,4,,-,2,,1,,2,,,-,1,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200438,
ALABAMA,2020,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20200439,POINT (-86.844516 32.756889)
TENNESSEE,2020,4,,-,2,,1,,2,,,-,1,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20200442,POINT (-86.343226 35.842998)
WEST SOUTH CENTRAL,2020,4,,-,5,,1,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20200443,
US RESIDENTS,2020,5,,-,65,,17,,64,,,-,3,,1,,1,,,-,4,,,-,1,,,US RESIDENTS,20200501,
NEW HAMPSHIRE,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20200506,POINT (-71.57139 43.680429)
NEW YORK,2020,5,,-,4,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200511,POINT (-75.59655 42.921241)
PACIFIC,2020,5,,-,19,,2,,18,,,-,1,,,-,,-,,-,0,,,-,,-,,PACIFIC,20200557,
WEST SOUTH CENTRAL,2020,5,,-,6,,2,,1,,,-,1,,,-,,-,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20200543,
NEBRASKA,2020,5,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20200525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,5,,-,2,,1,,2,,,-,1,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20200538,
NORTH DAKOTA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20200526,POINT (-100.46931 47.446305)
NEVADA,2020,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20200553,POINT (-114.916992 39.283294)
ILLINOIS,2020,5,,-,4,,2,,2,,,-,1,,,-,,-,,-,1,,,-,,-,ILLINOIS,,20200515,POINT (-89.148632 40.124144)
IOWA,2020,5,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,IOWA,,20200521,POINT (-93.500061 42.074659)
TEXAS,2020,5,,-,5,,,-,1,,,-,1,,,-,,-,,-,1,,,-,,-,TEXAS,,20200547,POINT (-99.317341 31.447238)
ALASKA,2020,5,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20200558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,5,,-,1,,1,,,-,,-,1,,1,,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20200530,POINT (-77.016275 38.904785)
WASHINGTON,2020,5,,-,2,,1,,5,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20200562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,5,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20200502,
RHODE ISLAND,2020,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20200507,POINT (-71.534637 41.572574)
OREGON,2020,5,,-,3,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,OREGON,,20200561,POINT (-120.605279 43.940449)
DELAWARE,2020,5,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200529,POINT (-75.452394 38.994926)
ALABAMA,2020,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20200539,POINT (-86.844516 32.756889)
KANSAS,2020,5,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,5,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20200534,POINT (-79.130883 35.52603)
GUAM,2020,5,,-,6,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200566,POINT (144.653198 13.3532)
NEW JERSEY,2020,5,,-,7,,,-,5,,,-,1,,,-,,-,,-,1,,,-,,-,NEW JERSEY,,20200510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20200554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,5,,-,6,,4,,6,,,-,1,,,-,1,,,-,1,,,-,,-,,EAST NORTH CENTRAL,20200514,
TENNESSEE,2020,5,,-,2,,1,,2,,,-,1,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20200542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20200503,POINT (-72.738288 41.575155)
MARYLAND,2020,5,,-,2,,2,,3,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20200533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,5,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20200535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20200546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200565,POINT (145.725693 15.1834)
OHIO,2020,5,,-,2,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,OHIO,,20200518,POINT (-82.70936 40.415534)
MINNESOTA,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20200523,POINT (-94.198308 46.349153)
LOUISIANA,2020,5,,-,1,,2,,,-,,-,1,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20200545,POINT (-91.840238 30.921314)
HAWAII,2020,5,,-,5,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20200560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,5,,-,33,,5,,23,,,-,1,,1,,,-,,-,2,,,-,1,,,SOUTH ATLANTIC,20200528,
PENNSYLVANIA,2020,5,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20200513,POINT (-77.838886 40.896694)
CONNECTICUT,2020,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20200403,POINT (-72.738288 41.575155)
MAINE,2020,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20200404,POINT (-69.06137 45.117911)
MASSACHUSETTS,2020,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20200405,POINT (-71.481104 42.151077)
VERMONT,2020,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20200408,POINT (-72.662695 44.075252)
UTAH,2020,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20200555,POINT (-111.678222 39.323779)
COLORADO,2020,5,,-,3,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,COLORADO,,20200550,POINT (-105.547832 38.998552)
