Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections, Dengue, Current week","Dengue virus infections, Dengue, Current week, flag","Dengue virus infections, Dengue, Previous 52 weeks Max†","Dengue virus infections, Dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue, Cum 2021†","Dengue virus infections, Dengue, Cum 2021†, flag","Dengue virus infections, Dengue, Cum 2020†","Dengue virus infections, Dengue, Cum 2020†, flag","Dengue virus infections, Dengue-like illness, Current week","Dengue virus infections, Dengue-like illness, Current week, flag","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections, Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections, Dengue-like illness, Cum 2021†","Dengue virus infections, Dengue-like illness, Cum 2021†, flag","Dengue virus infections, Dengue-like illness, Cum 2020†","Dengue virus infections, Dengue-like illness, Cum 2020†, flag","Dengue virus infections, Severe dengue, Current week","Dengue virus infections, Severe dengue, Current week, flag","Dengue virus infections, Severe dengue, Previous 52 weeks Max†","Dengue virus infections, Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections, Severe dengue,  Cum 2021†","Dengue virus infections, Severe dengue,  Cum 2021†, flag","Dengue virus infections, Severe dengue,  Cum 2020†","Dengue virus infections, Severe dengue, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
OHIO,2021,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20210318,POINT (-82.70936 40.415534)
MINNESOTA,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20210323,POINT (-94.198308 46.349153)
LOUISIANA,2021,3,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20210345,POINT (-91.840238 30.921314)
HAWAII,2021,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20210360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,3,,-,16,,1,,5,,,-,1,,,-,1,,,-,0,,,-,,-,,SOUTH ATLANTIC,20210328,
PENNSYLVANIA,2021,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20210313,POINT (-77.838886 40.896694)
UTAH,2021,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20210355,POINT (-111.678222 39.323779)
COLORADO,2021,3,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20210350,POINT (-105.547832 38.998552)
VERMONT,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20210308,POINT (-72.662695 44.075252)
KENTUCKY,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20210340,POINT (-85.290484 37.526683)
PUERTO RICO,2021,3,,-,29,,,-,30,,,-,5,,,-,2,,,-,3,,,-,,-,PUERTO RICO,,20210367,POINT (-66.414655 18.215692)
MAINE,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20210304,POINT (-69.06137 45.117911)
VIRGINIA,2021,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20210336,POINT (-78.666382 37.510861)
ARIZONA,2021,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20210349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210364,
WISCONSIN,2021,3,,-,2,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20210319,POINT (-89.732969 44.639954)
IDAHO,2021,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20210351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210368,POINT (-64.840836 18.060868)
MICHIGAN,2021,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20210317,POINT (-85.730977 44.874798)
GEORGIA,2021,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20210332,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20210312,
ARKANSAS,2021,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20210344,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20210341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20210327,POINT (-100.230491 44.43614)
WYOMING,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20210356,POINT (-107.55145 42.999627)
MISSOURI,2021,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20210324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,3,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20210309,
CALIFORNIA,2021,3,,-,4,,,-,16,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20210359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20210337,POINT (-80.613729 38.642579)
FLORIDA,2021,3,,-,16,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20210331,POINT (-82.420978 28.260731)
MONTANA,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20210352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,3,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20210320,
MASSACHUSETTS,2021,3,,-,3,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20210305,POINT (-71.481104 42.151077)
MOUNTAIN,2021,3,,-,2,,,-,5,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20210348,
INDIANA,2021,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20210316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20210369,
US TERRITORIES,2021,3,,-,29,,,-,31,,,-,5,,,-,2,,,-,3,,,-,,-,,US TERRITORIES,20210363,
TOTAL,2021,10,,-,41,,95,,266,,,-,7,,21,,19,,,-,3,,7,,6,,,TOTAL,20211070,
US RESIDENTS,2021,10,,-,20,,7,,130,,,-,1,,1,,4,,,-,1,,,-,,-,,US RESIDENTS,20211001,
NEW HAMPSHIRE,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20211006,POINT (-71.57139 43.680429)
NEW YORK,2021,10,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20211011,POINT (-75.59655 42.921241)
PACIFIC,2021,10,,-,4,,,-,36,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20211057,
WEST SOUTH CENTRAL,2021,10,,-,13,,1,,9,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20211043,
NEBRASKA,2021,10,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20211025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,10,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20211038,
NORTH DAKOTA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211026,POINT (-100.46931 47.446305)
NEVADA,2021,10,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20211053,POINT (-114.916992 39.283294)
ILLINOIS,2021,10,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20211015,POINT (-89.148632 40.124144)
IOWA,2021,10,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20211021,POINT (-93.500061 42.074659)
TEXAS,2021,10,,-,13,,1,,5,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20211047,POINT (-99.317341 31.447238)
ALASKA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20211058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,10,,-,0,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211030,POINT (-77.016275 38.904785)
WASHINGTON,2021,10,,-,1,,,-,3,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20211062,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,10,,-,1,,,-,11,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20211002,
RHODE ISLAND,2021,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20211007,POINT (-71.534637 41.572574)
OREGON,2021,10,,-,2,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20211061,POINT (-120.605279 43.940449)
DELAWARE,2021,10,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211029,POINT (-75.452394 38.994926)
ALABAMA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20211039,POINT (-86.844516 32.756889)
KANSAS,2021,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,10,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20211034,POINT (-79.130883 35.52603)
GUAM,2021,10,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211066,POINT (144.653198 13.3532)
NEW JERSEY,2021,10,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20211010,POINT (-74.655514 40.110253)
NEW MEXICO,2021,10,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20211054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,10,,-,1,,,-,16,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20211014,
TENNESSEE,2021,10,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20211042,POINT (-86.343226 35.842998)
CONNECTICUT,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20211003,POINT (-72.738288 41.575155)
MARYLAND,2021,10,,-,0,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20211033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20211035,POINT (-80.864614 33.878572)
OKLAHOMA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20211046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211065,POINT (145.725693 15.1834)
OHIO,2021,10,,-,0,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20211018,POINT (-82.70936 40.415534)
MINNESOTA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211023,POINT (-94.198308 46.349153)
LOUISIANA,2021,10,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20211045,POINT (-91.840238 30.921314)
HAWAII,2021,10,,-,1,,,-,4,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20211060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,10,,-,16,,3,,32,,,-,1,,,-,2,,,-,0,,,-,,-,,SOUTH ATLANTIC,20211028,
PENNSYLVANIA,2021,10,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20211013,POINT (-77.838886 40.896694)
UTAH,2021,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20211055,POINT (-111.678222 39.323779)
COLORADO,2021,10,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20211050,POINT (-105.547832 38.998552)
VERMONT,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20211008,POINT (-72.662695 44.075252)
KENTUCKY,2021,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20211040,POINT (-85.290484 37.526683)
PUERTO RICO,2021,10,,-,30,,88,,134,,,-,7,,20,,15,,,-,3,,7,,6,,PUERTO RICO,,20211067,POINT (-66.414655 18.215692)
MAINE,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20211004,POINT (-69.06137 45.117911)
VIRGINIA,2021,10,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20211036,POINT (-78.666382 37.510861)
NEW YORK CITY,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20210412,
ARIZONA,2021,10,,-,1,,1,,2,,,-,1,,1,,,-,,-,0,,,-,,-,ARIZONA,,20211049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211064,
WISCONSIN,2021,10,,-,1,,,-,6,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20211019,POINT (-89.732969 44.639954)
IDAHO,2021,10,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20211051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211068,POINT (-64.840836 18.060868)
MICHIGAN,2021,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20211017,POINT (-85.730977 44.874798)
GEORGIA,2021,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20211032,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20211012,
ARKANSAS,2021,10,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20211044,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20211041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211027,POINT (-100.230491 44.43614)
TOTAL,2021,4,1,,39,,21,,108,,,-,6,,2,,4,,,-,3,,2,,2,,,TOTAL,20210470,
US RESIDENTS,2021,4,1,,19,,4,,62,,,-,1,,,-,2,,,-,1,,,-,,-,,US RESIDENTS,20210401,
NEW HAMPSHIRE,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20210406,POINT (-71.57139 43.680429)
NEW YORK,2021,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20210411,POINT (-75.59655 42.921241)
PACIFIC,2021,4,,-,4,,,-,22,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20210457,
WEST SOUTH CENTRAL,2021,4,,-,13,,,-,4,,,-,1,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20210443,
NEBRASKA,2021,4,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20210425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20210438,
NORTH DAKOTA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20210426,POINT (-100.46931 47.446305)
NEVADA,2021,4,,-,1,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,NEVADA,,20210453,POINT (-114.916992 39.283294)
ILLINOIS,2021,4,,-,2,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20210415,POINT (-89.148632 40.124144)
IOWA,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20210421,POINT (-93.500061 42.074659)
TEXAS,2021,4,,-,13,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,TEXAS,,20210447,POINT (-99.317341 31.447238)
ALASKA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20210458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,4,,-,0,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20210430,POINT (-77.016275 38.904785)
WASHINGTON,2021,4,,-,1,,,-,3,,,-,0,,,-,1,,,-,0,,,-,,-,WASHINGTON,,20210462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,4,,-,3,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20210402,
RHODE ISLAND,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20210407,POINT (-71.534637 41.572574)
OREGON,2021,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20210461,POINT (-120.605279 43.940449)
DELAWARE,2021,4,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20210429,POINT (-75.452394 38.994926)
ALABAMA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20210439,POINT (-86.844516 32.756889)
KANSAS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20210422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,4,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20210434,POINT (-79.130883 35.52603)
GUAM,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210466,POINT (144.653198 13.3532)
NEW JERSEY,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20210410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,4,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20210454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,4,,-,3,,,-,9,,,-,0,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20210414,
TENNESSEE,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20210442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20210403,POINT (-72.738288 41.575155)
WYOMING,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20211056,POINT (-107.55145 42.999627)
MISSOURI,2021,10,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20211024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,10,,-,1,,,-,10,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211009,
CALIFORNIA,2021,10,,-,4,,,-,26,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20211059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20211037,POINT (-80.613729 38.642579)
FLORIDA,2021,10,,-,16,,3,,22,,,-,0,,,-,1,,,-,0,,,-,,-,FLORIDA,,20211031,POINT (-82.420978 28.260731)
MARYLAND,2021,4,,-,0,,,-,2,,,-,1,,,-,,-,,-,0,,,-,,-,MARYLAND,,20210433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20210435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20210446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210465,POINT (145.725693 15.1834)
OHIO,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20210418,POINT (-82.70936 40.415534)
MINNESOTA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20210423,POINT (-94.198308 46.349153)
LOUISIANA,2021,4,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20210445,POINT (-91.840238 30.921314)
HAWAII,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20210460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,4,1,,16,,2,,10,,,-,1,,,-,1,,,-,0,,,-,,-,,SOUTH ATLANTIC,20210428,
PENNSYLVANIA,2021,4,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20210413,POINT (-77.838886 40.896694)
UTAH,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20210455,POINT (-111.678222 39.323779)
COLORADO,2021,4,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20210450,POINT (-105.547832 38.998552)
VERMONT,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20210408,POINT (-72.662695 44.075252)
KENTUCKY,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20210440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,4,,-,29,,17,,45,,,-,6,,2,,2,,,-,3,,2,,2,,PUERTO RICO,,20210467,POINT (-66.414655 18.215692)
MAINE,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20210404,POINT (-69.06137 45.117911)
VIRGINIA,2021,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20210436,POINT (-78.666382 37.510861)
ARIZONA,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20210449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210464,
WISCONSIN,2021,4,,-,1,,,-,4,,,-,0,,,-,,-,,-,1,,,-,,-,WISCONSIN,,20210419,POINT (-89.732969 44.639954)
IDAHO,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20210451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210468,POINT (-64.840836 18.060868)
MICHIGAN,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20210417,POINT (-85.730977 44.874798)
GEORGIA,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20210432,POINT (-83.426574 32.638481)
ARKANSAS,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20210444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20210441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20210427,POINT (-100.230491 44.43614)
WYOMING,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20210456,POINT (-107.55145 42.999627)
MISSOURI,2021,4,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20210424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,4,,-,3,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20210409,
CALIFORNIA,2021,4,,-,4,,,-,18,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20210459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20210437,POINT (-80.613729 38.642579)
FLORIDA,2021,4,1,,16,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20210431,POINT (-82.420978 28.260731)
MONTANA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20210452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,4,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20210420,
MASSACHUSETTS,2021,4,,-,3,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20210405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,4,,-,2,,,-,5,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20210448,
INDIANA,2021,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20210416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20210469,
US TERRITORIES,2021,4,,-,29,,17,,46,,,-,6,,2,,2,,,-,3,,2,,2,,,US TERRITORIES,20210463,
TOTAL,2021,5,,-,39,,33,,144,,,-,6,,5,,8,,,-,3,,2,,2,,,TOTAL,20210570,
NEW HAMPSHIRE,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20210506,POINT (-71.57139 43.680429)
NEW YORK,2021,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20210511,POINT (-75.59655 42.921241)
PACIFIC,2021,5,,-,4,,,-,26,,,-,0,,,-,1,,,-,0,,,-,,-,,PACIFIC,20210557,
