Reporting Area,MMWR Year,MMWR Week,"Dengue virus infections§ , Dengue, Current week","Dengue virus infections§ , Dengue, Current week, flag ","Dengue virus infections§ , Dengue, Previous 52 weeks Max†","Dengue virus infections§ , Dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue, Cum 2019†","Dengue virus infections§ , Dengue, Cum 2019†, flag","Dengue virus infections§ , Dengue, Cum 2018†","Dengue virus infections§ , Dengue, Cum 2018†, flag","Dengue virus infections§ s, Dengue-like illness, Current week","Dengue virus infections§ , Dengue-like illness, Current week, flag ","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†","Dengue virus infections§ , Dengue-like illness, Previous 52 weeks Max†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2019†","Dengue virus infections§ , Dengue-like illness, Cum 2019†, flag","Dengue virus infections§ , Dengue-like illness, Cum 2018†","Dengue virus infections§ , Dengue-like illness, Cum 2018†, flag","Dengue virus infections§ , Severe dengue, Current week","Dengue virus infections§ , Severe dengue, Current week, flag","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†","Dengue virus infections§ , Severe dengue, Previous 52 weeks Max†, flag","Dengue virus infections§ , Severe dengue,  Cum 2019†","Dengue virus infections§ , Severe dengue,  Cum 2019†, flag","Dengue virus infections§ , Severe dengue,  Cum 2018†","Dengue virus infections§ , Severe dengue, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MARYLAND,2019,3,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190333
GUAM,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190366
RHODE ISLAND,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190307
CALIFORNIA,2019,3,,-,7,,,-,5,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190359
UTAH,2019,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190355
PUERTO RICO,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190367
NEW ENGLAND,2019,3,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20190302
PENNSYLVANIA,2019,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190313
IDAHO,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190351
DELAWARE,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190329
US TERRITORIES,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190363
INDIANA,2019,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190316
MOUNTAIN,2019,3,,-,2,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20190348
MASSACHUSETTS,2019,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190305
WEST SOUTH CENTRAL,2019,3,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20190343
MONTANA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190352
ILLINOIS,2019,3,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190315
WASHINGTON,2019,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190362
AMERICAN SAMOA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20190364
LOUISIANA,2019,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190345
EAST NORTH CENTRAL,2019,3,,-,4,,,-,3,,,-,1,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20190314
FLORIDA,2019,3,,-,8,,,-,1,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190331
NEW YORK,2019,3,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190311
NON-US RESIDENTS,2019,3,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190369
MAINE,2019,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190304
NORTHERN MARIANA ISLANDS,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190365
TENNESSEE,2019,3,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190342
SOUTH DAKOTA,2019,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190327
OREGON,2019,3,,-,1,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190361
KENTUCKY,2019,3,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190340
DISTRICT OF COLUMBIA,2019,3,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190330
MICHIGAN,2019,3,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190317
EAST SOUTH CENTRAL,2019,3,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190338
OKLAHOMA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190446
WEST SOUTH CENTRAL,2019,4,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20190443
GEORGIA,2019,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190432
TOTAL,2019,4,1,,21,,5,,20,,,-,2,,,-,1,,,-,1,,,-,,-,,TOTAL,20190470
TEXAS,2019,4,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190447
WYOMING,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190456
MAINE,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190404
NEBRASKA,2019,4,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20190425
VIRGINIA,2019,4,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190436
MONTANA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190452
AMERICAN SAMOA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20190464
IOWA,2019,4,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20190421
EAST NORTH CENTRAL,2019,4,,-,4,,,-,3,,,-,1,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20190414
ILLINOIS,2019,4,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190415
SOUTH ATLANTIC,2019,4,1,,9,,2,,3,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC,20190428
ARIZONA,2019,4,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190449
NON-US RESIDENTS,2019,4,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190469
GUAM,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190466
NEW MEXICO,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190454
US TERRITORIES,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190463
OHIO,2019,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190418
DELAWARE,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190429
SOUTH DAKOTA,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190427
NORTHERN MARIANA ISLANDS,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190465
PUERTO RICO,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190467
INDIANA,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190416
NORTH CAROLINA,2019,4,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20190434
ARKANSAS,2019,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190444
MIDDLE ATLANTIC,2019,4,,-,5,,,-,3,,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20190409
IDAHO,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190451
NEW HAMPSHIRE,2019,4,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190406
FLORIDA,2019,4,,-,8,,1,,1,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190431
MICHIGAN,2019,4,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190417
WISCONSIN,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190419
NEW YORK CITY,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20190412
EAST SOUTH CENTRAL,2019,4,,-,3,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190438
U.S. VIRGIN ISLANDS,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190468
ALABAMA,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190439
HAWAII,2019,4,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190460
MOUNTAIN,2019,4,,-,2,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20190448
UTAH,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190455
DISTRICT OF COLUMBIA,2019,4,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190430
NEW YORK,2019,4,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190411
LOUISIANA,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190445
NORTH DAKOTA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190426
PACIFIC,2019,4,,-,7,,2,,10,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC,20190457
MARYLAND,2019,4,1,,1,,1,,,-,,-,1,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190433
CALIFORNIA,2019,4,,-,7,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190459
COLORADO,2019,4,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190450
NEVADA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190453
KENTUCKY,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190440
MINNESOTA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190423
KANSAS,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20190422
MISSOURI,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20190424
WEST NORTH CENTRAL,2019,4,,-,5,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20190420
MASSACHUSETTS,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190405
NEW JERSEY,2019,4,,-,5,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190410
ALASKA,2019,4,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190458
WEST VIRGINIA,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190437
VERMONT,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190408
NEW ENGLAND,2019,4,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20190402
RHODE ISLAND,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190407
PENNSYLVANIA,2019,4,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190413
MISSISSIPPI,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190441
WASHINGTON,2019,4,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190462
OREGON,2019,4,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190461
CONNECTICUT,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20190403
TENNESSEE,2019,4,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190442
SOUTH CAROLINA,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190435
US RESIDENTS,2019,4,1,,21,,5,,20,,,-,2,,,-,1,,,-,1,,,-,,-,,US RESIDENTS,20190401
SOUTH CAROLINA,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190535
NORTH DAKOTA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190526
ALASKA,2019,5,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190558
ALABAMA,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190539
TEXAS,2019,5,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190547
RHODE ISLAND,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190507
ARKANSAS,2019,5,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190544
NEW HAMPSHIRE,2019,5,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190506
DISTRICT OF COLUMBIA,2019,5,,-,1,,,-,1,,,-,1,,,-,1,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190530
ARIZONA,2019,5,,-,1,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190549
US TERRITORIES,2019,5,1,,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190563
COLORADO,2019,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190550
EAST SOUTH CENTRAL,2019,5,,-,3,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190538
NEW YORK,2019,5,,-,2,,,-,1,,,-,1,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190511
OHIO,2019,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190518
NORTH CAROLINA,2019,5,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20190534
GEORGIA,2019,5,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190532
MARYLAND,2019,5,,-,1,,1,,,-,,-,1,,,-,,-,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190533
MASSACHUSETTS,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190505
MISSOURI,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20190524
MISSISSIPPI,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190541
FLORIDA,2019,5,1,,8,,4,,1,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190531
NEVADA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190553
CALIFORNIA,2019,5,,-,7,,,-,6,,,-,0,,,-,,-,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190559
PENNSYLVANIA,2019,5,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190513
NEW YORK CITY,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20190512
PACIFIC,2019,5,,-,7,,2,,11,,,-,0,,,-,,-,,-,1,,,-,,-,,PACIFIC,20190557
NEW ENGLAND,2019,5,,-,2,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20190502
WYOMING,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190556
VIRGINIA,2019,5,,-,3,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190536
WEST SOUTH CENTRAL,2019,5,,-,3,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20190543
ILLINOIS,2019,5,,-,2,,1,,1,,,-,1,,,-,,-,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190515
AMERICAN SAMOA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20190564
OKLAHOMA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190546
NEW JERSEY,2019,5,,-,5,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190510
SOUTH ATLANTIC,2019,5,1,,9,,6,,3,,,-,1,,,-,1,,,-,1,,,-,,-,,SOUTH ATLANTIC,20190528
INDIANA,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190516
MICHIGAN,2019,5,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190517
MIDDLE ATLANTIC,2019,5,,-,5,,,-,3,,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20190509
HAWAII,2019,5,,-,2,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190560
TOTAL,2019,5,2,,21,,12,,21,,,-,2,,,-,1,,,-,1,,,-,,-,,TOTAL,20190570
MINNESOTA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190523
WISCONSIN,2019,5,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190519
OREGON,2019,5,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190561
WASHINGTON,2019,5,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190562
MOUNTAIN,2019,5,,-,2,,,-,,-,,-,1,,,-,,-,,-,1,,,-,,-,,MOUNTAIN,20190548
NON-US RESIDENTS,2019,5,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190569
NORTHERN MARIANA ISLANDS,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190565
WEST VIRGINIA,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190537
SOUTH DAKOTA,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190527
US RESIDENTS,2019,5,1,,21,,11,,21,,,-,2,,,-,1,,,-,1,,,-,,-,,US RESIDENTS,20190501
TENNESSEE,2019,5,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190542
MAINE,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190504
MONTANA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190552
IDAHO,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190551
GUAM,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190566
U.S. VIRGIN ISLANDS,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190568
EAST NORTH CENTRAL,2019,5,,-,4,,2,,3,,,-,1,,,-,,-,,-,1,,,-,,-,,EAST NORTH CENTRAL,20190514
IOWA,2019,5,,-,4,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20190521
KANSAS,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20190522
WEST NORTH CENTRAL,2019,5,,-,5,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20190520
NEW MEXICO,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190554
LOUISIANA,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190545
DELAWARE,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190529
KENTUCKY,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190540
CONNECTICUT,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20190503
PUERTO RICO,2019,5,1,,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190567
VERMONT,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190508
UTAH,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190555
NEBRASKA,2019,5,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20190525
VERMONT,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190608
TENNESSEE,2019,6,,-,2,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190642
FLORIDA,2019,6,,-,8,,4,,1,,,-,1,,,-,,-,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190631
WYOMING,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190656
