loc,cases,deaths,date,Region
DAVAO OCCIDENTAL,2,0,3/11/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,3/18/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,3/25/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,4/1/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,4/8/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,4/15/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,2,0,4/22/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,4/29/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,5/6/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,5/13/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,5/20/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,5/27/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,2,0,6/3/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,6/10/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,2,0,6/17/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,6/24/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,2,0,7/1/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,7/8/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,7/15/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,7/22/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,7/29/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,8/5/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,8/12/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,8/19/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,8/26/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,9/2/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,3,0,9/9/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,9/16/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,9/23/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,9/30/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,10/7/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,10/14/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,10/21/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,10/28/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,11/4/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,2,0,11/11/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,11/18/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,11/25/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,12/2/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,12/9/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,12/16/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,0,0,12/23/2018,REGION XI-DAVAO REGION
DAVAO OCCIDENTAL,1,0,12/30/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,3,0,1/7/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,5,0,1/14/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,4,0,1/21/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,3,0,1/28/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,7,0,2/4/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,5,0,2/11/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,3,0,2/18/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,1,0,2/25/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,6,0,3/4/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,5,0,3/11/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,4,0,3/18/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,2,0,3/25/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,3,0,4/1/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,3,0,4/8/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,6,0,4/15/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,5,0,4/22/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,6,0,4/29/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,8,0,5/6/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,0,0,5/13/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,11,0,5/20/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,17,0,5/27/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,8,0,6/3/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,13,0,6/10/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,10,1,6/17/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,12,0,6/24/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,18,0,7/1/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,19,0,7/8/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,15,0,7/15/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,21,0,7/22/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,5,0,7/29/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,30,0,8/5/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,31,0,8/12/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,35,0,8/19/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,26,0,8/26/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,21,0,9/2/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,5,0,9/9/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,37,1,9/16/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,41,0,9/23/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,36,0,9/30/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,34,0,10/7/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,38,0,10/14/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,28,0,10/21/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,12,0,10/28/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,22,0,11/4/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,21,0,11/11/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,32,0,11/18/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,43,0,11/25/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,43,0,12/2/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,18,0,12/9/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,56,0,12/16/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,14,0,12/23/2018,REGION XI-DAVAO REGION
DAVAO ORIENTAL,40,0,12/30/2018,REGION XI-DAVAO REGION
COTABATO CITY,1,0,1/7/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,1,1/14/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,2,0,1/21/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,3,0,1/28/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,0,2/4/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,3,0,2/11/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,0,2/18/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,2,0,2/25/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,2,0,3/4/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,0,3/11/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,6,0,3/18/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,3,0,3/25/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,0,4/1/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,0,4/8/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,0,4/15/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,10,0,4/22/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,3,0,4/29/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,11,1,5/6/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,0,5/13/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,5,0,5/20/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,13,0,5/27/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,14,0,6/3/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,12,0,6/10/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,13,0,6/17/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,30,2,6/24/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,32,0,7/1/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,24,0,7/8/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,32,1,7/15/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,29,0,7/22/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,29,2,7/29/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,23,0,8/5/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,23,0,8/12/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,19,0,8/19/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,24,1,8/26/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,15,0,9/2/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,23,0,9/9/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,21,1,9/16/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,20,1,9/23/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,16,0,9/30/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,24,0,10/7/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,19,0,10/14/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,21,0,10/21/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,15,0,10/28/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,19,0,11/4/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,18,0,11/11/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,21,1,11/18/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,17,0,11/25/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,22,0,12/2/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,17,0,12/9/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,19,0,12/16/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,14,0,12/23/2018,REGION XII-SOCCSKSARGEN
COTABATO CITY,25,0,12/30/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,9,0,1/7/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,12,0,1/14/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,21,0,1/21/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,25,0,1/28/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,20,0,2/4/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,10,0,2/11/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,18,0,2/18/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,23,0,2/25/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,13,0,3/4/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,11,0,3/11/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,9,0,3/18/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,12,0,3/25/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,11,0,4/1/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,5,0,4/8/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,11,0,4/15/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,10,0,4/22/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,8,0,4/29/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,6,0,5/6/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,14,0,5/13/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,15,0,5/20/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,12,0,5/27/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,14,0,6/3/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,22,0,6/10/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,23,0,6/17/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,28,0,6/24/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,17,0,7/1/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,23,0,7/8/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,32,0,7/15/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,31,0,7/22/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,23,1,7/29/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,22,0,8/5/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,34,0,8/12/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,41,0,8/19/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,29,0,8/26/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,29,0,9/2/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,24,0,9/9/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,14,0,9/16/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,27,0,9/23/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,29,0,9/30/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,27,0,10/7/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,29,0,10/14/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,26,1,10/21/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,26,0,10/28/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,31,0,11/4/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,18,0,11/11/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,31,0,11/18/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,18,0,11/25/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,35,0,12/2/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,30,0,12/9/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,29,0,12/16/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,25,0,12/23/2018,REGION XII-SOCCSKSARGEN
GENERAL SANTOS CITY,24,0,12/30/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,28,0,1/7/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,23,0,1/14/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,26,0,1/21/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,26,0,1/28/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,24,0,2/4/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,24,0,2/11/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,27,0,2/18/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,26,0,2/25/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,36,0,3/4/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,20,0,3/11/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,53,0,3/18/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,30,1,3/25/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,20,0,4/1/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,14,0,4/8/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,16,0,4/15/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,32,1,4/22/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,29,0,4/29/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,36,0,5/6/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,40,0,5/13/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,30,0,5/20/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,27,0,5/27/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,66,0,6/3/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,64,0,6/10/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,87,3,6/17/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,70,0,6/24/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,71,0,7/1/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,61,0,7/8/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,82,1,7/15/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,93,0,7/22/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,77,0,7/29/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,94,0,8/5/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,86,0,8/12/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,80,0,8/19/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,72,0,8/26/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,47,0,9/2/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,46,0,9/9/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,52,0,9/16/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,43,0,9/23/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,61,0,9/30/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,71,0,10/7/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,75,0,10/14/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,81,0,10/21/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,55,0,10/28/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,64,0,11/4/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,84,0,11/11/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,70,0,11/18/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,64,1,11/25/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,77,0,12/2/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,67,0,12/9/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,75,0,12/16/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,74,0,12/23/2018,REGION XII-SOCCSKSARGEN
NORTH COTABATO,122,0,12/30/2018,REGION XII-SOCCSKSARGEN
SARANGANI,16,0,1/7/2018,REGION XII-SOCCSKSARGEN
SARANGANI,20,0,1/14/2018,REGION XII-SOCCSKSARGEN
SARANGANI,12,0,1/21/2018,REGION XII-SOCCSKSARGEN
SARANGANI,17,0,1/28/2018,REGION XII-SOCCSKSARGEN
SARANGANI,15,0,2/4/2018,REGION XII-SOCCSKSARGEN
SARANGANI,16,0,2/11/2018,REGION XII-SOCCSKSARGEN
SARANGANI,8,0,2/18/2018,REGION XII-SOCCSKSARGEN
SARANGANI,7,0,2/25/2018,REGION XII-SOCCSKSARGEN
SARANGANI,14,0,3/4/2018,REGION XII-SOCCSKSARGEN
SARANGANI,15,0,3/11/2018,REGION XII-SOCCSKSARGEN
SARANGANI,17,0,3/18/2018,REGION XII-SOCCSKSARGEN
SARANGANI,14,0,3/25/2018,REGION XII-SOCCSKSARGEN
SARANGANI,15,0,4/1/2018,REGION XII-SOCCSKSARGEN
SARANGANI,14,0,4/8/2018,REGION XII-SOCCSKSARGEN
SARANGANI,13,0,4/15/2018,REGION XII-SOCCSKSARGEN
SARANGANI,6,0,4/22/2018,REGION XII-SOCCSKSARGEN
SARANGANI,6,0,4/29/2018,REGION XII-SOCCSKSARGEN
SARANGANI,20,0,5/6/2018,REGION XII-SOCCSKSARGEN
SARANGANI,11,0,5/13/2018,REGION XII-SOCCSKSARGEN
SARANGANI,3,0,5/20/2018,REGION XII-SOCCSKSARGEN
SARANGANI,11,0,5/27/2018,REGION XII-SOCCSKSARGEN
SARANGANI,21,1,6/3/2018,REGION XII-SOCCSKSARGEN
SARANGANI,19,0,6/10/2018,REGION XII-SOCCSKSARGEN
SARANGANI,16,0,6/17/2018,REGION XII-SOCCSKSARGEN
SARANGANI,25,0,6/24/2018,REGION XII-SOCCSKSARGEN
SARANGANI,12,0,7/1/2018,REGION XII-SOCCSKSARGEN
SARANGANI,16,0,7/8/2018,REGION XII-SOCCSKSARGEN
SARANGANI,14,0,7/15/2018,REGION XII-SOCCSKSARGEN
SARANGANI,6,0,7/22/2018,REGION XII-SOCCSKSARGEN
SARANGANI,10,0,7/29/2018,REGION XII-SOCCSKSARGEN
SARANGANI,11,0,8/5/2018,REGION XII-SOCCSKSARGEN
SARANGANI,14,0,8/12/2018,REGION XII-SOCCSKSARGEN
SARANGANI,15,0,8/19/2018,REGION XII-SOCCSKSARGEN
SARANGANI,14,0,8/26/2018,REGION XII-SOCCSKSARGEN
SARANGANI,20,0,9/2/2018,REGION XII-SOCCSKSARGEN
SARANGANI,12,0,9/9/2018,REGION XII-SOCCSKSARGEN
SARANGANI,18,0,9/16/2018,REGION XII-SOCCSKSARGEN
SARANGANI,12,0,9/23/2018,REGION XII-SOCCSKSARGEN
SARANGANI,16,0,9/30/2018,REGION XII-SOCCSKSARGEN
SARANGANI,18,1,10/7/2018,REGION XII-SOCCSKSARGEN
SARANGANI,20,1,10/14/2018,REGION XII-SOCCSKSARGEN
SARANGANI,23,0,10/21/2018,REGION XII-SOCCSKSARGEN
SARANGANI,17,0,10/28/2018,REGION XII-SOCCSKSARGEN
SARANGANI,11,0,11/4/2018,REGION XII-SOCCSKSARGEN
SARANGANI,16,0,11/11/2018,REGION XII-SOCCSKSARGEN
SARANGANI,25,0,11/18/2018,REGION XII-SOCCSKSARGEN
SARANGANI,34,0,11/25/2018,REGION XII-SOCCSKSARGEN
SARANGANI,16,0,12/2/2018,REGION XII-SOCCSKSARGEN
SARANGANI,20,0,12/9/2018,REGION XII-SOCCSKSARGEN
SARANGANI,25,0,12/16/2018,REGION XII-SOCCSKSARGEN
SARANGANI,11,0,12/23/2018,REGION XII-SOCCSKSARGEN
SARANGANI,16,0,12/30/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,38,0,1/7/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,39,0,1/14/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,31,0,1/21/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,46,0,1/28/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,38,0,2/4/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,19,0,2/11/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,26,1,2/18/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,30,0,2/25/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,42,0,3/4/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,41,0,3/11/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,46,0,3/18/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,48,1,3/25/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,41,0,4/1/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,34,0,4/8/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,36,0,4/15/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,39,0,4/22/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,43,0,4/29/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,47,0,5/6/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,46,1,5/13/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,52,0,5/20/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,61,0,5/27/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,57,1,6/3/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,65,1,6/10/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,82,0,6/17/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,66,0,6/24/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,89,0,7/1/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,72,0,7/8/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,63,0,7/15/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,87,0,7/22/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,72,0,7/29/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,64,0,8/5/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,72,1,8/12/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,72,2,8/19/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,59,0,8/26/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,65,1,9/2/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,74,0,9/9/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,84,2,9/16/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,92,1,9/23/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,78,0,9/30/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,101,1,10/7/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,85,1,10/14/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,82,0,10/21/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,66,0,10/28/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,72,0,11/4/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,45,0,11/11/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,84,0,11/18/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,68,0,11/25/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,71,1,12/2/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,64,0,12/9/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,72,2,12/16/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,60,1,12/23/2018,REGION XII-SOCCSKSARGEN
SOUTH COTABATO,83,0,12/30/2018,REGION XII-SOCCSKSARGEN
